molecule_chembl_id,target_chembl_id,standard_type,standard_value,standard_units,assay_chembl_id
CHEMBL941,CHEMBL3879801,IC50,240.0,nM,CHEMBL2318560
CHEMBL941,CHEMBL3879801,IC50,9500.0,nM,CHEMBL2318561
CHEMBL941,CHEMBL3879801,IC50,3300.0,nM,CHEMBL2318562
CHEMBL941,CHEMBL3879801,IC50,12200.0,nM,CHEMBL2318563
CHEMBL941,CHEMBL3879801,IC50,5600.0,nM,CHEMBL2318564
CHEMBL941,CHEMBL3879801,IC50,10000.0,nM,CHEMBL2318565
CHEMBL941,CHEMBL3879801,IC50,12500.0,nM,CHEMBL2318769
CHEMBL941,CHEMBL3879801,IC50,9200.0,nM,CHEMBL2318770
CHEMBL941,CHEMBL3879801,IC50,3600.0,nM,CHEMBL2318771
CHEMBL941,CHEMBL3879801,IC50,5200.0,nM,CHEMBL2318772
CHEMBL941,CHEMBL3879801,IC50,12200.0,nM,CHEMBL2318773
CHEMBL941,CHEMBL3879801,IC50,500.0,nM,CHEMBL2320776
CHEMBL941,CHEMBL612558,IC50,13500.0,nM,CHEMBL2320775
CHEMBL941,CHEMBL1862,IC50,749.6,nM,CHEMBL2320765
CHEMBL941,CHEMBL1862,IC50,114.3,nM,CHEMBL2320766
CHEMBL941,CHEMBL1862,IC50,173.9,nM,CHEMBL2320767
CHEMBL941,CHEMBL1862,IC50,115.0,nM,CHEMBL2320769
CHEMBL941,CHEMBL1862,IC50,359.9,nM,CHEMBL2320768
CHEMBL941,CHEMBL1862,IC50,485.8,nM,CHEMBL2320770
CHEMBL941,CHEMBL1862,IC50,5155.0,nM,CHEMBL2320771
CHEMBL941,CHEMBL1862,IC50,98.2,nM,CHEMBL2320772
CHEMBL941,CHEMBL1743126,IC50,40.0,nM,CHEMBL2320298
CHEMBL941,CHEMBL1743126,IC50,50.0,nM,CHEMBL2320299
CHEMBL941,CHEMBL1743127,IC50,350.0,nM,CHEMBL2320300
CHEMBL941,CHEMBL2073673,IC50,25500.0,nM,CHEMBL2320301
CHEMBL941,CHEMBL5685,IC50,107000.0,nM,CHEMBL2320302
CHEMBL941,CHEMBL1743122,IC50,4200.0,nM,CHEMBL2320303
CHEMBL941,CHEMBL1743127,IC50,2900.0,nM,CHEMBL2320304
CHEMBL941,CHEMBL1743126,IC50,350.0,nM,CHEMBL2320306
CHEMBL941,CHEMBL387,IC50,10000.0,nM,CHEMBL2328315
CHEMBL941,CHEMBL385,IC50,500.0,nM,CHEMBL2328314
CHEMBL941,CHEMBL1862,IC50,250.0,nM,CHEMBL2330095
CHEMBL941,CHEMBL1862,IC50,190.0,nM,CHEMBL2330096
CHEMBL941,CHEMBL1862,IC50,319.0,nM,CHEMBL2330097
CHEMBL941,CHEMBL2331044,IC50,,,CHEMBL2341274
CHEMBL941,CHEMBL612558,IC50,10000.0,nM,CHEMBL2351843
CHEMBL941,CHEMBL385,IC50,170.0,nM,CHEMBL2351842
CHEMBL941,CHEMBL3879801,IC50,4790.0,nM,CHEMBL2351848
CHEMBL941,CHEMBL3879801,IC50,92.0,nM,CHEMBL2351847
CHEMBL941,CHEMBL2366079,IC50,146690.07,nM,CHEMBL2363187
CHEMBL941,CHEMBL614281,IC50,330364.64,nM,CHEMBL2363192
CHEMBL941,CHEMBL2366246,IC50,408806.12,nM,CHEMBL2363189
CHEMBL941,CHEMBL2366258,IC50,348951.87,nM,CHEMBL2363206
CHEMBL941,CHEMBL614487,IC50,195094.1,nM,CHEMBL2363207
CHEMBL941,CHEMBL2366281,IC50,88.8,nM,CHEMBL2363208
CHEMBL941,CHEMBL2366146,IC50,27521.02,nM,CHEMBL2363210
CHEMBL941,CHEMBL2366312,IC50,67696.81,nM,CHEMBL2363213
CHEMBL941,CHEMBL2366135,IC50,208058.02,nM,CHEMBL2363211
CHEMBL941,CHEMBL2366118,IC50,52977.54,nM,CHEMBL2363212
CHEMBL941,CHEMBL2366369,IC50,322279.76,nM,CHEMBL2363195
CHEMBL941,CHEMBL2366338,IC50,46698.96,nM,CHEMBL2363196
CHEMBL941,CHEMBL2366240,IC50,244739.41,nM,CHEMBL2363197
CHEMBL941,CHEMBL2366367,IC50,94255.48,nM,CHEMBL2363200
CHEMBL941,CHEMBL614516,IC50,2572.23,nM,CHEMBL2363731
CHEMBL941,CHEMBL2366283,IC50,211377.15,nM,CHEMBL2363771
CHEMBL941,CHEMBL2366224,IC50,137555.85,nM,CHEMBL2363140
CHEMBL941,CHEMBL2366199,IC50,473402.98,nM,CHEMBL2363177
CHEMBL941,CHEMBL2366264,IC50,168102.51,nM,CHEMBL2363178
CHEMBL941,CHEMBL614567,IC50,123555.2,nM,CHEMBL2363734
CHEMBL941,CHEMBL1075430,IC50,116287.55,nM,CHEMBL2363141
CHEMBL941,CHEMBL2366275,IC50,72698.66,nM,CHEMBL2363142
CHEMBL941,CHEMBL614642,IC50,511826.14,nM,CHEMBL2363180
CHEMBL941,CHEMBL2366195,IC50,275653.6,nM,CHEMBL2363737
CHEMBL941,CHEMBL614533,IC50,89612.52,nM,CHEMBL2363774
CHEMBL941,CHEMBL612566,IC50,347544.95,nM,CHEMBL2363775
CHEMBL941,CHEMBL614286,IC50,24493.43,nM,CHEMBL2363184
CHEMBL941,CHEMBL2366181,IC50,140767.56,nM,CHEMBL2363185
CHEMBL941,CHEMBL2366294,IC50,20814.92,nM,CHEMBL2363739
CHEMBL941,CHEMBL2366352,IC50,391934.21,nM,CHEMBL2363145
CHEMBL941,CHEMBL2366329,IC50,158231.95,nM,CHEMBL2363146
CHEMBL941,CHEMBL2366167,IC50,167636.68,nM,CHEMBL2363181
CHEMBL941,CHEMBL2366192,IC50,88395.32,nM,CHEMBL2363740
CHEMBL941,CHEMBL1075407,IC50,327769.63,nM,CHEMBL2363779
CHEMBL941,CHEMBL2366363,IC50,107750.78,nM,CHEMBL2363148
CHEMBL941,CHEMBL2366241,IC50,338651.31,nM,CHEMBL2363742
CHEMBL941,CHEMBL2366277,IC50,212894.34,nM,CHEMBL2363743
CHEMBL941,CHEMBL2366095,IC50,163494.28,nM,CHEMBL2363149
CHEMBL941,CHEMBL2366061,IC50,315269.55,nM,CHEMBL2363150
CHEMBL941,CHEMBL2366080,IC50,424832.09,nM,CHEMBL2363151
CHEMBL941,CHEMBL2366344,IC50,90635.68,nM,CHEMBL2363152
CHEMBL941,CHEMBL2366271,IC50,195983.02,nM,CHEMBL2363747
CHEMBL941,CHEMBL2366360,IC50,33978.87,nM,CHEMBL2363153
CHEMBL941,CHEMBL2366174,IC50,356640.4,nM,CHEMBL2363154
CHEMBL941,CHEMBL2366253,IC50,245461.96,nM,CHEMBL2363713
CHEMBL941,CHEMBL2366295,IC50,14333.45,nM,CHEMBL2363748
CHEMBL941,CHEMBL2366247,IC50,131895.51,nM,CHEMBL2363749
CHEMBL941,CHEMBL614277,IC50,190024.69,nM,CHEMBL2363750
CHEMBL941,CHEMBL2366371,IC50,180029.55,nM,CHEMBL2363751
CHEMBL941,CHEMBL2366100,IC50,73885.75,nM,CHEMBL2363834
CHEMBL941,CHEMBL614535,IC50,33185.47,nM,CHEMBL2363160
CHEMBL941,CHEMBL2366115,IC50,199065.91,nM,CHEMBL2363716
CHEMBL941,CHEMBL2366303,IC50,2621.06,nM,CHEMBL2363753
CHEMBL941,CHEMBL382,IC50,314489.6,nM,CHEMBL2363836
CHEMBL941,CHEMBL2366306,IC50,123775.2,nM,CHEMBL2363719
CHEMBL941,CHEMBL2366361,IC50,367188.01,nM,CHEMBL2363837
CHEMBL941,CHEMBL2366300,IC50,383.74,nM,CHEMBL2363839
CHEMBL941,CHEMBL2366237,IC50,82024.83,nM,CHEMBL2363165
CHEMBL941,CHEMBL2366137,IC50,50890.54,nM,CHEMBL2363841
CHEMBL941,CHEMBL2366183,IC50,176468.96,nM,CHEMBL2363166
CHEMBL941,CHEMBL614476,IC50,180490.29,nM,CHEMBL2363167
CHEMBL941,CHEMBL614255,IC50,213026.8,nM,CHEMBL2363723
CHEMBL941,CHEMBL2366173,IC50,372929.35,nM,CHEMBL2363759
CHEMBL941,CHEMBL2366317,IC50,353803.62,nM,CHEMBL2363760
CHEMBL941,CHEMBL2366109,IC50,111071.48,nM,CHEMBL2363761
CHEMBL941,CHEMBL2366177,IC50,205054.75,nM,CHEMBL2363844
CHEMBL941,CHEMBL2366113,IC50,45959.93,nM,CHEMBL2363168
CHEMBL941,CHEMBL2366273,IC50,406611.43,nM,CHEMBL2363725
CHEMBL941,CHEMBL2366265,IC50,353917.56,nM,CHEMBL2363846
CHEMBL941,CHEMBL2366215,IC50,181629.7,nM,CHEMBL2363847
CHEMBL941,CHEMBL2366343,IC50,135926.19,nM,CHEMBL2363171
CHEMBL941,CHEMBL2366355,IC50,106545.7,nM,CHEMBL2363727
CHEMBL941,CHEMBL2366356,IC50,474655.37,nM,CHEMBL2363728
CHEMBL941,CHEMBL614529,IC50,468410.01,nM,CHEMBL2363764
CHEMBL941,CHEMBL2366145,IC50,187.4,nM,CHEMBL2363766
CHEMBL941,CHEMBL2366331,IC50,364118.37,nM,CHEMBL2363174
CHEMBL941,CHEMBL2366230,IC50,82348.07,nM,CHEMBL2363767
CHEMBL941,CHEMBL2366176,IC50,96238.55,nM,CHEMBL2363851
CHEMBL941,CHEMBL2366186,IC50,208338.88,nM,CHEMBL2363176
CHEMBL941,CHEMBL2366346,IC50,195884.66,nM,CHEMBL2363492
CHEMBL941,CHEMBL2366276,IC50,160844.97,nM,CHEMBL2363493
CHEMBL941,CHEMBL2366102,IC50,92410.35,nM,CHEMBL2363535
CHEMBL941,CHEMBL2366339,IC50,224595.5,nM,CHEMBL2363572
CHEMBL941,CHEMBL614882,IC50,225263.76,nM,CHEMBL2363609
CHEMBL941,CHEMBL614916,IC50,177853.65,nM,CHEMBL2363644
CHEMBL941,CHEMBL614917,IC50,303423.04,nM,CHEMBL2363645
CHEMBL941,CHEMBL1075600,IC50,318318.04,nM,CHEMBL2363800
CHEMBL941,CHEMBL614245,IC50,306657.66,nM,CHEMBL2363801
CHEMBL941,CHEMBL2366272,IC50,73286.76,nM,CHEMBL2363242
CHEMBL941,CHEMBL2366074,IC50,87769.93,nM,CHEMBL2363243
CHEMBL941,CHEMBL383,IC50,471164.36,nM,CHEMBL2363278
CHEMBL941,CHEMBL2366104,IC50,125709.04,nM,CHEMBL2363315
CHEMBL941,CHEMBL2366101,IC50,169933.64,nM,CHEMBL2363316
CHEMBL941,CHEMBL2366228,IC50,147443.49,nM,CHEMBL2363349
CHEMBL941,CHEMBL2366172,IC50,113446.91,nM,CHEMBL2363383
CHEMBL941,CHEMBL2366252,IC50,368032.78,nM,CHEMBL2363384
CHEMBL941,CHEMBL1075504,IC50,225361.78,nM,CHEMBL2363421
CHEMBL941,CHEMBL2366225,IC50,286470.05,nM,CHEMBL2363454
CHEMBL941,CHEMBL2366212,IC50,98920.75,nM,CHEMBL2363455
CHEMBL941,CHEMBL2366210,IC50,140340.55,nM,CHEMBL2363494
CHEMBL941,CHEMBL2366075,IC50,193801.61,nM,CHEMBL2363495
CHEMBL941,CHEMBL2366319,IC50,351372.88,nM,CHEMBL2363538
CHEMBL941,CHEMBL2366068,IC50,187017.28,nM,CHEMBL2363573
CHEMBL941,CHEMBL2366353,IC50,447511.84,nM,CHEMBL2363574
CHEMBL941,CHEMBL612517,IC50,316016.36,nM,CHEMBL2363610
CHEMBL941,CHEMBL2366341,IC50,662059.88,nM,CHEMBL2363611
CHEMBL941,CHEMBL2366143,IC50,48269.51,nM,CHEMBL2363688
CHEMBL941,CHEMBL614056,IC50,178702.25,nM,CHEMBL2363803
CHEMBL941,CHEMBL2366179,IC50,125674.47,nM,CHEMBL2363245
CHEMBL941,CHEMBL2366219,IC50,329220.59,nM,CHEMBL2363317
CHEMBL941,CHEMBL613997,IC50,111186.61,nM,CHEMBL2363351
CHEMBL941,CHEMBL2366119,IC50,167789.97,nM,CHEMBL2363352
CHEMBL941,CHEMBL614096,IC50,117116.25,nM,CHEMBL2363385
CHEMBL941,CHEMBL2366066,IC50,551930.98,nM,CHEMBL2363386
CHEMBL941,CHEMBL2366286,IC50,321214.46,nM,CHEMBL2363423
CHEMBL941,CHEMBL2366064,IC50,304279.9,nM,CHEMBL2363456
CHEMBL941,CHEMBL2366328,IC50,319709.25,nM,CHEMBL2363457
CHEMBL941,CHEMBL614805,IC50,109574.64,nM,CHEMBL2363541
CHEMBL941,CHEMBL2366188,IC50,162885.58,nM,CHEMBL2363575
CHEMBL941,CHEMBL2366159,IC50,20330.84,nM,CHEMBL2363612
CHEMBL941,CHEMBL2366218,IC50,469386.25,nM,CHEMBL2363805
CHEMBL941,CHEMBL2366111,IC50,166650.53,nM,CHEMBL2363247
CHEMBL941,CHEMBL614643,IC50,187197.84,nM,CHEMBL2363283
CHEMBL941,CHEMBL614587,IC50,383537.35,nM,CHEMBL2363319
CHEMBL941,CHEMBL2366190,IC50,64255.16,nM,CHEMBL2363353
CHEMBL941,CHEMBL2366072,IC50,214692.12,nM,CHEMBL2363387
CHEMBL941,CHEMBL2366334,IC50,259843.62,nM,CHEMBL2363388
CHEMBL941,CHEMBL2366185,IC50,198071.09,nM,CHEMBL2363425
CHEMBL941,CHEMBL2366127,IC50,184940.29,nM,CHEMBL2363426
CHEMBL941,CHEMBL2366318,IC50,134419.43,nM,CHEMBL2363458
CHEMBL941,CHEMBL1075510,IC50,429542.2,nM,CHEMBL2363459
CHEMBL941,CHEMBL2366082,IC50,138987.5,nM,CHEMBL2363502
CHEMBL941,CHEMBL2366106,IC50,126345.09,nM,CHEMBL2363542
CHEMBL941,CHEMBL2366184,IC50,267431.64,nM,CHEMBL2363543
CHEMBL941,CHEMBL2366105,IC50,117067.65,nM,CHEMBL2363544
CHEMBL941,CHEMBL614051,IC50,132324.47,nM,CHEMBL2363577
CHEMBL941,CHEMBL614886,IC50,189234.12,nM,CHEMBL2363616
CHEMBL941,CHEMBL2366232,IC50,247073.29,nM,CHEMBL2363653
CHEMBL941,CHEMBL2366302,IC50,67438.16,nM,CHEMBL2363692
CHEMBL941,CHEMBL2366315,IC50,413642.06,nM,CHEMBL2363809
CHEMBL941,CHEMBL2366373,IC50,113991.97,nM,CHEMBL2363214
CHEMBL941,CHEMBL2366297,IC50,14737.86,nM,CHEMBL2363215
CHEMBL941,CHEMBL2366148,IC50,214498.77,nM,CHEMBL2363248
CHEMBL941,CHEMBL2366359,IC50,103630.43,nM,CHEMBL2363321
CHEMBL941,CHEMBL2366372,IC50,337549.11,nM,CHEMBL2363322
CHEMBL941,CHEMBL2366189,IC50,175561.6,nM,CHEMBL2363389
CHEMBL941,CHEMBL2366311,IC50,26884.66,nM,CHEMBL2363390
CHEMBL941,CHEMBL2366345,IC50,231669.09,nM,CHEMBL2363460
CHEMBL941,CHEMBL2366365,IC50,154819.05,nM,CHEMBL2363504
CHEMBL941,CHEMBL2366087,IC50,205545.21,nM,CHEMBL2363546
CHEMBL941,CHEMBL614628,IC50,504830.13,nM,CHEMBL2363617
CHEMBL941,CHEMBL2366170,IC50,89871.87,nM,CHEMBL2363618
CHEMBL941,CHEMBL1075579,IC50,48096.14,nM,CHEMBL2363655
CHEMBL941,CHEMBL614943,IC50,190507.2,nM,CHEMBL2363695
CHEMBL941,CHEMBL2366098,IC50,197954.46,nM,CHEMBL2363810
CHEMBL941,CHEMBL614247,IC50,178630.25,nM,CHEMBL2363811
CHEMBL941,CHEMBL2366069,IC50,144996.27,nM,CHEMBL2363216
CHEMBL941,CHEMBL2366142,IC50,271317.58,nM,CHEMBL2363252
CHEMBL941,CHEMBL614588,IC50,371473.3,nM,CHEMBL2363323
CHEMBL941,CHEMBL385,IC50,224.32,nM,CHEMBL2363324
CHEMBL941,CHEMBL2366236,IC50,103238.41,nM,CHEMBL2363391
CHEMBL941,CHEMBL1075511,IC50,95329.18,nM,CHEMBL2363462
CHEMBL941,CHEMBL2366351,IC50,84019.68,nM,CHEMBL2363464
CHEMBL941,CHEMBL2366122,IC50,375856.72,nM,CHEMBL2363505
CHEMBL941,CHEMBL2366160,IC50,124487.59,nM,CHEMBL2363507
CHEMBL941,CHEMBL2366163,IC50,251812.06,nM,CHEMBL2363547
CHEMBL941,CHEMBL2366077,IC50,193557.38,nM,CHEMBL2363549
CHEMBL941,CHEMBL2366165,IC50,412229.82,nM,CHEMBL2363581
CHEMBL941,CHEMBL2366370,IC50,545652.32,nM,CHEMBL2363582
CHEMBL941,CHEMBL2366327,IC50,178639.71,nM,CHEMBL2363621
CHEMBL941,CHEMBL2366120,IC50,291901.96,nM,CHEMBL2363656
CHEMBL941,CHEMBL1075580,IC50,68380.32,nM,CHEMBL2363657
CHEMBL941,CHEMBL613530,IC50,122709.28,nM,CHEMBL2363696
CHEMBL941,CHEMBL2366238,IC50,250407.35,nM,CHEMBL2363697
CHEMBL941,CHEMBL612796,IC50,113496.16,nM,CHEMBL2363814
CHEMBL941,CHEMBL2366116,IC50,73493.21,nM,CHEMBL2363218
CHEMBL941,CHEMBL614295,IC50,155309.2,nM,CHEMBL2363219
CHEMBL941,CHEMBL2366299,IC50,511069.2,nM,CHEMBL2363253
CHEMBL941,CHEMBL2366202,IC50,296495.19,nM,CHEMBL2363255
CHEMBL941,CHEMBL2366130,IC50,454886.53,nM,CHEMBL2363290
CHEMBL941,CHEMBL2366354,IC50,596028.21,nM,CHEMBL2363325
CHEMBL941,CHEMBL2366152,IC50,183924.07,nM,CHEMBL2363326
CHEMBL941,CHEMBL2366155,IC50,43132.85,nM,CHEMBL2363327
CHEMBL941,CHEMBL2366248,IC50,222229.36,nM,CHEMBL2363393
CHEMBL941,CHEMBL2366132,IC50,223515.78,nM,CHEMBL2363394
CHEMBL941,CHEMBL614356,IC50,388449.43,nM,CHEMBL2363432
CHEMBL941,CHEMBL2366211,IC50,179388.35,nM,CHEMBL2363433
CHEMBL941,CHEMBL2366073,IC50,273565.48,nM,CHEMBL2363465
CHEMBL941,CHEMBL614771,IC50,145178.93,nM,CHEMBL2363466
CHEMBL941,CHEMBL612255,IC50,422057.26,nM,CHEMBL2363467
CHEMBL941,CHEMBL2366323,IC50,198022.77,nM,CHEMBL2363508
CHEMBL941,CHEMBL2366213,IC50,107351.45,nM,CHEMBL2363510
CHEMBL941,CHEMBL2366169,IC50,360900.39,nM,CHEMBL2363551
CHEMBL941,CHEMBL614899,IC50,10778.8,nM,CHEMBL2363623
CHEMBL941,CHEMBL2366108,IC50,141972.02,nM,CHEMBL2363659
CHEMBL941,CHEMBL1075604,IC50,71160.93,nM,CHEMBL2363816
CHEMBL941,CHEMBL2366364,IC50,32945.44,nM,CHEMBL2363220
CHEMBL941,CHEMBL2366223,IC50,337787.16,nM,CHEMBL2363221
CHEMBL941,CHEMBL2366156,IC50,563635.63,nM,CHEMBL2363328
CHEMBL941,CHEMBL2366267,IC50,468783.95,nM,CHEMBL2363363
CHEMBL941,CHEMBL614694,IC50,233456.79,nM,CHEMBL2363395
CHEMBL941,CHEMBL2366196,IC50,194728.25,nM,CHEMBL2363434
CHEMBL941,CHEMBL2366266,IC50,530570.58,nM,CHEMBL2363468
CHEMBL941,CHEMBL2366227,IC50,118078.07,nM,CHEMBL2363469
CHEMBL941,CHEMBL1075535,IC50,75637.86,nM,CHEMBL2363511
CHEMBL941,CHEMBL614931,IC50,567646.01,nM,CHEMBL2363553
CHEMBL941,CHEMBL2366081,IC50,364969.58,nM,CHEMBL2363625
CHEMBL941,CHEMBL2366316,IC50,154634.77,nM,CHEMBL2363660
CHEMBL941,CHEMBL2366255,IC50,272239.99,nM,CHEMBL2363222
CHEMBL941,CHEMBL2366124,IC50,42279.11,nM,CHEMBL2363223
CHEMBL941,CHEMBL2366063,IC50,155366.68,nM,CHEMBL2363259
CHEMBL941,CHEMBL2366291,IC50,41548.61,nM,CHEMBL2363294
CHEMBL941,CHEMBL2366368,IC50,202508.93,nM,CHEMBL2363329
CHEMBL941,CHEMBL2366305,IC50,18184.83,nM,CHEMBL2363330
CHEMBL941,CHEMBL613988,IC50,545617.95,nM,CHEMBL2363331
CHEMBL941,CHEMBL2366233,IC50,434899.51,nM,CHEMBL2363364
CHEMBL941,CHEMBL2366153,IC50,26914.28,nM,CHEMBL2363365
CHEMBL941,CHEMBL2366090,IC50,73.04,nM,CHEMBL2363366
CHEMBL941,CHEMBL614107,IC50,73728.98,nM,CHEMBL2363397
CHEMBL941,CHEMBL2366070,IC50,225224.8,nM,CHEMBL2363435
CHEMBL941,CHEMBL2366103,IC50,473554.97,nM,CHEMBL2363436
CHEMBL941,CHEMBL2366362,IC50,45075.19,nM,CHEMBL2363437
CHEMBL941,CHEMBL2366201,IC50,51783.47,nM,CHEMBL2363470
CHEMBL941,CHEMBL614740,IC50,287129.12,nM,CHEMBL2363514
CHEMBL941,CHEMBL613529,IC50,269345.25,nM,CHEMBL2363554
CHEMBL941,CHEMBL614934,IC50,338405.2,nM,CHEMBL2363555
CHEMBL941,CHEMBL2366340,IC50,195520.65,nM,CHEMBL2363556
CHEMBL941,CHEMBL2366235,IC50,210553.55,nM,CHEMBL2363589
CHEMBL941,CHEMBL2366085,IC50,311774.76,nM,CHEMBL2363662
CHEMBL941,CHEMBL614451,IC50,115764.39,nM,CHEMBL2363664
CHEMBL941,CHEMBL2366254,IC50,153835.68,nM,CHEMBL2363704
CHEMBL941,CHEMBL2366259,IC50,99405.65,nM,CHEMBL2363820
CHEMBL941,CHEMBL2366358,IC50,136559.72,nM,CHEMBL2363224
CHEMBL941,CHEMBL2366097,IC50,48439.47,nM,CHEMBL2363225
CHEMBL941,CHEMBL2366287,IC50,156467.92,nM,CHEMBL2363332
CHEMBL941,CHEMBL612264,IC50,210100.29,nM,CHEMBL2363333
CHEMBL941,CHEMBL2366123,IC50,536721.86,nM,CHEMBL2363367
CHEMBL941,CHEMBL2366274,IC50,320544.46,nM,CHEMBL2363401
CHEMBL941,CHEMBL614177,IC50,313096.36,nM,CHEMBL2363438
CHEMBL941,CHEMBL2366062,IC50,119632.08,nM,CHEMBL2363439
CHEMBL941,CHEMBL2366149,IC50,340188.2,nM,CHEMBL2363471
CHEMBL941,CHEMBL2366205,IC50,978.01,nM,CHEMBL2363472
CHEMBL941,CHEMBL614997,IC50,549401.22,nM,CHEMBL2363516
CHEMBL941,CHEMBL2366263,IC50,589293.88,nM,CHEMBL2363557
CHEMBL941,CHEMBL614241,IC50,146962.29,nM,CHEMBL2363592
CHEMBL941,CHEMBL2366337,IC50,210108.07,nM,CHEMBL2363593
CHEMBL941,CHEMBL1075574,IC50,20124.58,nM,CHEMBL2363629
CHEMBL941,CHEMBL614905,IC50,97521.71,nM,CHEMBL2363630
CHEMBL941,CHEMBL2366092,IC50,53945.54,nM,CHEMBL2363707
CHEMBL941,CHEMBL2366162,IC50,74711.5,nM,CHEMBL2363226
CHEMBL941,CHEMBL2366206,IC50,385718.57,nM,CHEMBL2363227
CHEMBL941,CHEMBL2366307,IC50,202372.69,nM,CHEMBL2363228
CHEMBL941,CHEMBL2366126,IC50,386149.27,nM,CHEMBL2363263
CHEMBL941,CHEMBL2366221,IC50,86791.27,nM,CHEMBL2363264
CHEMBL941,CHEMBL614582,IC50,172814.02,nM,CHEMBL2363299
CHEMBL941,CHEMBL2366154,IC50,202038.85,nM,CHEMBL2363334
CHEMBL941,CHEMBL2366229,IC50,86161.81,nM,CHEMBL2363335
CHEMBL941,CHEMBL2366136,IC50,18445.22,nM,CHEMBL2363368
CHEMBL941,CHEMBL2366330,IC50,8073.84,nM,CHEMBL2363369
CHEMBL941,CHEMBL2366256,IC50,240614.72,nM,CHEMBL2363403
CHEMBL941,CHEMBL2366357,IC50,25687.38,nM,CHEMBL2363440
CHEMBL941,CHEMBL2366325,IC50,118118.22,nM,CHEMBL2363441
CHEMBL941,CHEMBL2366178,IC50,401404.64,nM,CHEMBL2363474
CHEMBL941,CHEMBL2366133,IC50,19355.24,nM,CHEMBL2363558
CHEMBL941,CHEMBL2366349,IC50,98455.43,nM,CHEMBL2363559
CHEMBL941,CHEMBL2366191,IC50,170559.81,nM,CHEMBL2363594
CHEMBL941,CHEMBL613977,IC50,226555.29,nM,CHEMBL2363631
CHEMBL941,CHEMBL2366304,IC50,245428.09,nM,CHEMBL2363670
CHEMBL941,CHEMBL2366308,IC50,106804.28,nM,CHEMBL2363788
CHEMBL941,CHEMBL2366166,IC50,46653.04,nM,CHEMBL2363789
CHEMBL941,CHEMBL2366193,IC50,228021.06,nM,CHEMBL2363824
CHEMBL941,CHEMBL614489,IC50,81696.32,nM,CHEMBL2363230
CHEMBL941,CHEMBL2366239,IC50,102503.2,nM,CHEMBL2363336
CHEMBL941,CHEMBL2366250,IC50,425344.32,nM,CHEMBL2363337
CHEMBL941,CHEMBL2366335,IC50,16609.4,nM,CHEMBL2363370
CHEMBL941,CHEMBL2366296,IC50,121620.19,nM,CHEMBL2363371
CHEMBL941,CHEMBL2366242,IC50,82599.61,nM,CHEMBL2363405
